id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Label
4681,elevation_low,aspect_high,slope_low,cache,cathedral_a,hillshade_9am_min,hillnoon_max,0,0,low,4
4682,elevation_low,aspect_ultra,slope_low,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4683,elevation_low,aspect_ultra,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_max,3,3,low,6
4684,elevation_low,aspect_high,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_max,0,0,low,4
4685,elevation_low,aspect_high,slope_high,cache,gateview_a,hillshade_9am_min,hillnoon_max,0,0,low,4
4686,elevation_low,aspect_ultra,slope_low,cache,cryaquolis_a,hillshade_9am_min,hillnoon_max,0,0,mid,4
4687,elevation_medium,aspect_high,slope_low,cache,vanet_c,hillshade_9am_max,hillnoon_max,5,4,mid,4
4688,elevation_low,aspect_high,slope_high,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,mid,4
4689,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4690,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4691,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4692,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,mid,4
4693,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,2,mid,4
4694,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,1,mid,4
4695,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,1,mid,4
4696,elevation_low,aspect_ultra,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,mid,4
4697,elevation_low,aspect_ultra,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,mid,4
4698,elevation_low,aspect_ultra,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_min,1,0,mid,4
4699,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,3
4700,elevation_low,aspect_high,slope_low,cache,vanet_c,hillshade_9am_max,hillnoon_max,0,0,low,4
4701,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,low,3
4702,elevation_low,aspect_medium,slope_low,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4703,elevation_low,aspect_low,slope_low,cache,haploborolis_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4704,elevation_low,aspect_low,slope_medium,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4705,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,6
4706,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low,6
4707,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,0,low,6
4708,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,low,6
4709,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,6
4710,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low,6
4711,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,3,1,high,7
4712,elevation_high,aspect_low,slope_high,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,0,0,high,1
4713,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,5,4,mid,1
4714,elevation_high,aspect_high,slope_low,comanche,catamount_b,hillshade_9am_min,hillnoon_max,4,1,mid,5
4715,elevation_high,aspect_medium,slope_high,comanche,catamount_a,hillshade_9am_max,hillnoon_min,2,1,mid,5
4716,elevation_low,aspect_medium,slope_low,cache,bullwark_b,hillshade_9am_max,hillnoon_max,0,0,low,4
4717,elevation_low,aspect_ultra,slope_low,cache,bullwark_a,hillshade_9am_min,hillnoon_max,0,0,low,4
4718,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
4719,elevation_low,aspect_medium,slope_ultra,cache,ratake_a,hillshade_9am_max,hillnoon_min,1,1,low,3
4720,elevation_low,aspect_medium,slope_high,cache,bullwark_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4721,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low,3
4722,elevation_low,aspect_low,slope_low,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4723,elevation_low,aspect_high,slope_low,cache,gateview_a,hillshade_9am_min,hillnoon_max,0,0,low,4
4724,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,mid,3
4725,elevation_medium,aspect_low,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_min,5,4,mid,3
4726,elevation_medium,aspect_low,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_min,5,4,mid,3
4727,elevation_medium,aspect_high,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,5,4,mid,4
4728,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4729,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4730,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4731,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4732,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,mid,4
4733,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,mid,4
4734,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,mid,4
4735,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,mid,4
4736,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,1,mid,4
4737,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4738,elevation_low,aspect_medium,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,0,mid,4
4739,elevation_low,aspect_ultra,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,0,mid,4
4740,elevation_low,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,mid,4
4741,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,mid,3
4742,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,mid,3
4743,elevation_low,aspect_medium,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,0,0,low,3
4744,elevation_low,aspect_low,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,0,0,low,4
4745,elevation_low,aspect_ultra,slope_low,cache,cryaquolis_a,hillshade_9am_min,hillnoon_max,0,0,low,6
4746,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low,6
4747,elevation_low,aspect_medium,slope_low,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4748,elevation_low,aspect_ultra,slope_medium,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4749,elevation_low,aspect_low,slope_medium,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4750,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low,6
4751,elevation_low,aspect_medium,slope_ultra,cache,ratake_a,hillshade_9am_max,hillnoon_min,2,2,mid,6
4752,elevation_low,aspect_medium,slope_ultra,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4753,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4754,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,6
4755,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid,6
4756,elevation_low,aspect_low,slope_ultra,cache,cathedral_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4757,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,6
4758,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_i,hillshade_9am_max,hillnoon_min,3,1,high,7
4759,elevation_high,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,high,1
4760,elevation_ultra,aspect_ultra,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,mid,7
4761,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,6,4,mid,2
4762,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,2,3,low,2
4763,elevation_high,aspect_ultra,slope_low,comanche,leighcan_g,hillshade_9am_min,hillnoon_min,2,1,low,2
4764,elevation_high,aspect_medium,slope_medium,comanche,catamount_a,hillshade_9am_max,hillnoon_min,2,1,mid,5
4765,elevation_high,aspect_medium,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid,5
4766,elevation_low,aspect_ultra,slope_low,cache,bullwark_a,hillshade_9am_min,hillnoon_max,0,0,low,4
4767,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,3,low,3
4768,elevation_low,aspect_medium,slope_low,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4769,elevation_medium,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,5,4,low,3
4770,elevation_medium,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,5,4,low,3
4771,elevation_low,aspect_ultra,slope_ultra,cache,gateview_a,hillshade_9am_min,hillnoon_min,0,0,low,6
4772,elevation_low,aspect_ultra,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,2,2,low,6
4773,elevation_low,aspect_ultra,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,3,3,low,6
4774,elevation_low,aspect_medium,slope_high,cache,vanet_a,hillshade_9am_max,hillnoon_min,3,3,low,3
4775,elevation_medium,aspect_low,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_min,5,4,mid,3
4776,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,mid,3
4777,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,mid,3
4778,elevation_low,aspect_medium,slope_high,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,mid,4
4779,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4780,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4781,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4782,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,mid,4
4783,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,4,mid,4
4784,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,mid,4
4785,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,mid,4
4786,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,mid,4
4787,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,2,mid,4
4788,elevation_low,aspect_high,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_max,0,0,mid,4
4789,elevation_low,aspect_medium,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,mid,4
4790,elevation_low,aspect_ultra,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,mid,4
4791,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low,3
4792,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,1,low,3
4793,elevation_low,aspect_medium,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_min,0,0,low,4
4794,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low,6
4795,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low,6
4796,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,2,low,6
4797,elevation_medium,aspect_ultra,slope_medium,cache,bullwark_a,hillshade_9am_min,hillnoon_max,4,3,low,6
4798,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,2,low,3
4799,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4800,elevation_low,aspect_low,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4801,elevation_low,aspect_low,slope_high,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4802,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low,6
4803,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,6
4804,elevation_low,aspect_medium,slope_ultra,cache,ratake_a,hillshade_9am_max,hillnoon_min,2,2,mid,6
4805,elevation_low,aspect_medium,slope_ultra,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4806,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,mid,4
4807,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,2,mid,6
4808,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,1,2,low,4
4809,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,1,low,4
4810,elevation_high,aspect_ultra,slope_high,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,4,1,low,2
4811,elevation_high,aspect_high,slope_low,comanche,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid,5
4812,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low,3
4813,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,2,low,3
4814,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low,3
4815,elevation_low,aspect_low,slope_medium,cache,ratake_a,hillshade_9am_min,hillnoon_min,3,3,low,3
4816,elevation_low,aspect_medium,slope_medium,cache,bullwark_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4817,elevation_medium,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,5,4,low,3
4818,elevation_low,aspect_ultra,slope_ultra,cache,vanet_c,hillshade_9am_min,hillnoon_min,1,3,low,6
4819,elevation_low,aspect_ultra,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,1,3,low,6
4820,elevation_low,aspect_low,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,3,2,low,6
4821,elevation_medium,aspect_low,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,5,4,mid,3
4822,elevation_medium,aspect_low,slope_high,cache,cathedral_a,hillshade_9am_min,hillnoon_min,4,4,mid,3
4823,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid,3
4824,elevation_low,aspect_high,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_max,5,4,mid,3
4825,elevation_medium,aspect_high,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,5,4,mid,4
4826,elevation_low,aspect_medium,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,5,4,mid,4
4827,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4828,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4829,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,mid,4
4830,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,mid,4
4831,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,1,mid,4
4832,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,1,mid,4
4833,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4834,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_max,0,0,mid,4
4835,elevation_low,aspect_ultra,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,0,mid,4
4836,elevation_low,aspect_ultra,slope_medium,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,0,mid,4
4837,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,0,mid,3
4838,elevation_medium,aspect_ultra,slope_medium,cache,vanet_c,hillshade_9am_min,hillnoon_max,2,0,mid,3
4839,elevation_medium,aspect_high,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,1,low,3
4840,elevation_low,aspect_medium,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,0,0,low,3
4841,elevation_low,aspect_low,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,0,0,low,4
4842,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,1,low,6
4843,elevation_medium,aspect_ultra,slope_low,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low,6
4844,elevation_medium,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_max,4,3,low,6
4845,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_max,4,4,low,6
4846,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,3,3,low,3
4847,elevation_low,aspect_high,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_max,0,0,low,4
4848,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4849,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4850,elevation_low,aspect_low,slope_low,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4851,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low,6
4852,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low,6
4853,elevation_low,aspect_medium,slope_high,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4854,elevation_low,aspect_low,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,0,mid,4
4855,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid,6
4856,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid,6
4857,elevation_low,aspect_medium,slope_ultra,cache,cathedral_a,hillshade_9am_max,hillnoon_min,1,2,low,6
4858,elevation_ultra,aspect_ultra,slope_high,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,1,1,high,1
4859,elevation_high,aspect_low,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,1,0,high,1
4860,elevation_high,aspect_ultra,slope_high,comanche,leighcan_b,hillshade_9am_min,hillnoon_min,3,1,low,2
4861,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,3,mid,5
4862,elevation_high,aspect_high,slope_ultra,comanche,catamount_a,hillshade_9am_max,hillnoon_min,4,3,mid,5
4863,elevation_high,aspect_high,slope_low,comanche,catamount_a,hillshade_9am_max,hillnoon_max,1,0,mid,5
4864,elevation_low,aspect_high,slope_low,cache,bullwark_b,hillshade_9am_max,hillnoon_max,0,0,low,4
4865,elevation_low,aspect_low,slope_low,cache,bullwark_a,hillshade_9am_min,hillnoon_max,0,0,low,4
4866,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low,3
4867,elevation_low,aspect_medium,slope_medium,cache,ratake_a,hillshade_9am_max,hillnoon_min,3,3,low,3
4868,elevation_low,aspect_medium,slope_medium,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4869,elevation_low,aspect_ultra,slope_high,cache,vanet_c,hillshade_9am_min,hillnoon_min,1,0,low,6
4870,elevation_low,aspect_ultra,slope_high,cache,vanet_a,hillshade_9am_min,hillnoon_min,2,3,low,6
4871,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,4,mid,3
4872,elevation_low,aspect_medium,slope_medium,cache,cathedral_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4873,elevation_low,aspect_ultra,slope_medium,cache,cryaquolis_a,hillshade_9am_min,hillnoon_min,0,0,mid,4
4874,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,1,1,mid,3
4875,elevation_medium,aspect_low,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,5,4,mid,4
4876,elevation_low,aspect_medium,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,5,4,mid,4
4877,elevation_low,aspect_medium,slope_high,cache,vanet_c,hillshade_9am_max,hillnoon_min,4,4,mid,4
4878,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4879,elevation_low,aspect_medium,slope_high,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4880,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4881,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4882,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,4,4,mid,4
4883,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,3,mid,4
4884,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,2,mid,4
4885,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,1,1,mid,4
4886,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4887,elevation_low,aspect_low,slope_low,cache,ratake_a,hillshade_9am_min,hillnoon_max,0,0,mid,4
4888,elevation_low,aspect_ultra,slope_medium,cache,ratake_a,hillshade_9am_min,hillnoon_min,0,0,mid,4
4889,elevation_low,aspect_ultra,slope_high,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,1,mid,3
4890,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,0,mid,3
4891,elevation_low,aspect_medium,slope_medium,cache,vanet_c,hillshade_9am_max,hillnoon_min,1,0,low,3
4892,elevation_low,aspect_low,slope_low,cache,vanet_c,hillshade_9am_min,hillnoon_max,0,0,low,4
4893,elevation_medium,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,3,low,6
4894,elevation_low,aspect_medium,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,2,2,low,3
4895,elevation_low,aspect_high,slope_ultra,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,1,low,3
4896,elevation_low,aspect_high,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4897,elevation_low,aspect_medium,slope_medium,cache,haploborolis_a,hillshade_9am_max,hillnoon_min,0,0,low,4
4898,elevation_low,aspect_medium,slope_low,cache,haploborolis_a,hillshade_9am_max,hillnoon_max,0,0,low,4
4899,elevation_low,aspect_low,slope_low,cache,haploborolis_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4900,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,0,1,low,6
4901,elevation_low,aspect_low,slope_high,cache,pachic_a,hillshade_9am_min,hillnoon_min,0,0,low,4
4902,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,low,6
4903,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,low,6
4904,elevation_low,aspect_high,slope_high,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,mid,6
4905,elevation_low,aspect_medium,slope_high,cache,ratake_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4906,elevation_low,aspect_medium,slope_medium,cache,bullwark_a,hillshade_9am_max,hillnoon_min,0,0,mid,4
4907,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,3,mid,6
4908,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid,6
4909,elevation_low,aspect_ultra,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,4,4,mid,6
4910,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,2,1,low,6
4911,elevation_low,aspect_low,slope_ultra,cache,bullwark_a,hillshade_9am_min,hillnoon_min,3,2,low,6
4912,elevation_ultra,aspect_high,slope_low,rawah,leighcan_i,hillshade_9am_max,hillnoon_max,2,1,high,7
4913,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_i,hillshade_9am_max,hillnoon_max,0,0,high,7
4914,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,0,0,high,7
4915,elevation_ultra,aspect_medium,slope_high,rawah,leighcan_i,hillshade_9am_max,hillnoon_min,0,0,high,7
4916,elevation_ultra,aspect_ultra,slope_high,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,2,1,high,1
4917,elevation_high,aspect_ultra,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,1
